brokered_by,status,price,bed,bath,acre_lot,street,city,state,zip_code,house_size,prev_sold_date
96657.0,for_sale,90000.0,4,1,,1192158.0,Salinas,Puerto Rico,00751,1650.0,
37047.0,for_sale,89500.0,3,2,0.03,1855404.0,San Lorenzo,Puerto Rico,00754,700.0,
37047.0,for_sale,182000.0,3,4,0.07,1450836.0,San Lorenzo,Puerto Rico,00754,1812.0,
37047.0,for_sale,115000.0,3,1,0.09,1860260.0,San Lorenzo,Puerto Rico,00754,1159.0,
96657.0,for_sale,299000.0,3,2,,1850847.0,San Lorenzo,Puerto Rico,00754,2184.0,
37047.0,for_sale,245000.0,4,3,0.1,1855402.0,San Lorenzo,Puerto Rico,00754,2330.0,
85121.0,for_sale,750000.0,,,21.85,1857673.0,San Lorenzo,Puerto Rico,00754,,
108464.0,for_sale,2800000.0,,,280.0,1946252.0,San Lorenzo,Puerto Rico,00754,,
96657.0,for_sale,70000.0,,,,1850813.0,San Lorenzo,Puerto Rico,00754,,
15085.0,for_sale,375000.0,,,12.24,1857674.0,San Lorenzo,Puerto Rico,00754,,
88444.0,for_sale,225000.0,4,3,2.04,1966328.0,Santa Isabel,Puerto Rico,00757,1512.0,
12325.0,for_sale,65000.0,3,1,0.04,,Santa Isabel,Puerto Rico,00757,800.0,
85121.0,for_sale,48000.0,,,0.3,1379516.0,Santa Isabel,Puerto Rico,00757,,
85121.0,for_sale,40000.0,,,0.32,1379517.0,Santa Isabel,Puerto Rico,00757,,
87436.0,for_sale,120000.0,3,2,,21666.0,Caguas,Puerto Rico,00725,1472.0,
61594.0,for_sale,87900.0,3,1,0.08,1960718.0,Caguas,Puerto Rico,00725,,
3633.0,for_sale,103500.0,3,2,0.26,1135827.0,Caguas,Puerto Rico,00725,915.0,
71837.0,for_sale,139000.0,4,1,0.4,18476.0,Vieques,Puerto Rico,00765,1300.0,
40848.0,for_sale,65000.0,3,1,0.06,1854898.0,Vieques,Puerto Rico,00765,850.0,
46581.0,for_sale,58000.0,2,1,0.08,1282418.0,Vieques,Puerto Rico,00765,700.0,
71837.0,for_sale,79900.0,2,1,0.05,481364.0,Vieques,Puerto Rico,00765,780.0,
72457.0,for_sale,229900.0,3,2,0.12,1855321.0,Vieques,Puerto Rico,00765,1682.0,
103859.0,for_sale,198000.0,2,1,0.29,,Vieques,Puerto Rico,00765,,
23205.0,for_sale,189000.0,4,3,0.1,1010367.0,Vieques,Puerto Rico,00765,1500.0,
71837.0,for_sale,249000.0,1,2,0.2,13466.0,Vieques,Puerto Rico,00765,1099.0,
46581.0,for_sale,225000.0,2,2,0.09,1213686.0,Vieques,Puerto Rico,00765,1900.0,
103859.0,for_sale,99500.0,2,2,0.05,,Vieques,Puerto Rico,00765,,
103859.0,for_sale,225000.0,2,2,0.01,,Vieques,Puerto Rico,00765,,
8431.0,for_sale,319000.0,2,1,0.28,1259355.0,Vieques,Puerto Rico,00765,1200.0,
71837.0,for_sale,299000.0,7,7,0.21,263836.0,Vieques,Puerto Rico,00765,3096.0,
8431.0,for_sale,389000.0,2,2,1.94,1837519.0,Vieques,Puerto Rico,00765,1200.0,
71837.0,for_sale,325000.0,1,1,0.35,1315717.0,Vieques,Puerto Rico,00765,1400.0,
8431.0,for_sale,799000.0,3,3,2.4,1021788.0,Vieques,Puerto Rico,00765,2000.0,
46581.0,for_sale,185000.0,3,1,0.06,1446814.0,Vieques,Puerto Rico,00765,1500.0,
71837.0,for_sale,889000.0,8,8,0.25,1295461.0,Vieques,Puerto Rico,00765,9474.0,
71837.0,for_sale,299000.0,2,3,0.09,1139150.0,Vieques,Puerto Rico,00765,1324.0,
8431.0,for_sale,449000.0,2,2,0.58,1984163.0,Vieques,Puerto Rico,00765,920.0,
103859.0,for_sale,359000.0,2,1,0.16,,Vieques,Puerto Rico,00765,,
63639.0,for_sale,989000.0,8,4,0.76,1523792.0,Vieques,Puerto Rico,00765,3310.0,
23205.0,for_sale,789000.0,4,4,0.56,669140.0,Vieques,Puerto Rico,00765,2176.0,
46581.0,for_sale,480000.0,3,2,1.23,1369294.0,Vieques,Puerto Rico,00765,1800.0,
71837.0,for_sale,749000.0,3,4,1.0,893567.0,Vieques,Puerto Rico,00765,2753.0,
71837.0,for_sale,595000.0,5,4,0.67,1137471.0,Vieques,Puerto Rico,00765,2049.0,
71837.0,for_sale,649000.0,7,5,0.25,330523.0,Vieques,Puerto Rico,00765,3229.0,
103859.0,for_sale,475000.0,6,3,0.28,,Vieques,Puerto Rico,00765,,
103859.0,for_sale,450000.0,3,2,0.31,,Vieques,Puerto Rico,00765,,
71837.0,for_sale,424000.0,1,1,0.56,1745720.0,Vieques,Puerto Rico,00765,1228.0,
71837.0,for_sale,3999999.0,3,2,5.0,8853.0,Vieques,Puerto Rico,00765,3200.0,
8431.0,for_sale,1199000.0,4,4,0.21,1924633.0,Vieques,Puerto Rico,00765,2800.0,
71837.0,for_sale,550000.0,3,3,0.05,1128855.0,Vieques,Puerto Rico,00765,1482.0,
46667.0,for_sale,3000000.0,4,4,0.27,694842.0,Vieques,Puerto Rico,00765,3000.0,
71837.0,for_sale,2400000.0,5,7,2.0,8518.0,Vieques,Puerto Rico,00765,2357.0,
103859.0,for_sale,98000.0,,,0.19,,Vieques,Puerto Rico,00765,,
71837.0,for_sale,615000.0,8,8,0.1,1293225.0,Vieques,Puerto Rico,00765,1778.0,
8431.0,for_sale,899000.0,5,5,0.16,1090342.0,Vieques,Puerto Rico,00765,2000.0,
46581.0,for_sale,495000.0,,,10.39,1667518.0,Vieques,Puerto Rico,00765,,
55921.0,for_sale,305000.0,,,0.83,606579.0,Vieques,Puerto Rico,00765,,
55921.0,for_sale,370000.0,,,1.14,606578.0,Vieques,Puerto Rico,00765,,
88444.0,for_sale,100000.0,3,1,0.07,1854812.0,Villalba,Puerto Rico,00766,859.0,
61711.0,for_sale,1000000.0,,,0.75,1902891.0,Villalba,Puerto Rico,00766,,
88444.0,for_sale,179995.0,,,2.51,1898977.0,Villalba,Puerto Rico,00766,,
75895.0,for_sale,31000.0,3,2,0.05,1917953.0,Yabucoa,Puerto Rico,00767,960.0,
101.0,for_sale,110000.0,4,4,0.35,1381032.0,Yabucoa,Puerto Rico,00767,1400.0,
96657.0,for_sale,120000.0,3,2,,1987043.0,Yabucoa,Puerto Rico,00767,1365.0,
96657.0,for_sale,87000.0,3,2,,1850845.0,Yabucoa,Puerto Rico,00767,,
8677.0,for_sale,175000.0,4,2,,1856934.0,Yabucoa,Puerto Rico,00767,2228.0,
64071.0,for_sale,195000.0,,,75.0,1940319.0,Yabucoa,Puerto Rico,00767,,
103954.0,for_sale,110000.0,,,2.23,1888069.0,Yabucoa,Puerto Rico,00767,,
65672.0,for_sale,80000.0,,,0.15,1450109.0,Yabucoa,Puerto Rico,00767,,
29911.0,for_sale,44900.0,3,1,0.02,1319997.0,Fajardo,Puerto Rico,00738,775.0,
3633.0,for_sale,115000.0,3,2,0.4,1897254.0,Fajardo,Puerto Rico,00738,1498.0,
78414.0,for_sale,1299000.0,,,5.0,789557.0,Culebra,Puerto Rico,00738,,
47931.0,for_sale,45000.0,,,0.23,11031.0,Fajardo,Puerto Rico,00738,,
109906.0,for_sale,140000.0,3,1,0.13,1984139.0,Rio Grande,Puerto Rico,00745,1338.0,
52707.0,for_sale,65000.0,,,0.25,1913908.0,Luquillo,Puerto Rico,00773,,
66902.0,for_sale,45000.0,,,0.51,1819614.0,Rio Grande,Puerto Rico,00745,,
52707.0,for_sale,110000.0,3,2,,1877127.0,Rio Grande,Puerto Rico,00745,1025.0,
72455.0,for_sale,130000.0,1,2,,1902779.0,Rio Grande,Puerto Rico,00745,693.0,
29911.0,for_sale,112700.0,3,1,0.02,1320015.0,Rio Grande,Puerto Rico,00745,1017.0,
32511.0,for_sale,1300000.0,,,25.0,1820161.0,Rio Grande,Puerto Rico,00745,,
62409.0,for_sale,105000.0,3,2,0.09,1940302.0,Rio Grande,Puerto Rico,00745,1080.0,
72216.0,for_sale,140000.0,,,5.82,1850827.0,Rio Grande,Puerto Rico,00745,,
72216.0,for_sale,160000.0,,,5.0,1694631.0,Rio Grande,Puerto Rico,00745,,
72216.0,for_sale,295000.0,,,11.65,1850826.0,Rio Grande,Puerto Rico,00745,,
77432.0,for_sale,650000.0,2,3,,1454027.0,Rio Grande,Puerto Rico,00745,1890.0,
32511.0,for_sale,850000.0,,,26.0,1819553.0,Rio Grande,Puerto Rico,00745,,
32511.0,for_sale,7000000.0,,,129.0,1820162.0,Rio Grande,Puerto Rico,00745,,
32511.0,for_sale,6000000.0,,,164.0,1813637.0,Rio Grande,Puerto Rico,00745,,
62409.0,for_sale,156000.0,3,2,0.09,1854797.0,Rio Grande,Puerto Rico,00745,1090.0,
21485.0,for_sale,4650000.0,,,1.07,1570472.0,Rio Grande,Puerto Rico,00745,,
77433.0,for_sale,147000.0,2,2,,1212246.0,Luquillo,Puerto Rico,00773,1035.0,
77433.0,for_sale,127000.0,1,1,,1212245.0,Luquillo,Puerto Rico,00773,800.0,
52707.0,for_sale,45000.0,,,0.26,1902775.0,Luquillo,Puerto Rico,00773,,
52707.0,for_sale,50000.0,,,0.25,1946319.0,Luquillo,Puerto Rico,00773,,
18211.0,for_sale,41600.0,2,1,0.49,1648281.0,Luquillo,Puerto Rico,00773,585.0,
40848.0,for_sale,171000.0,1,1,,595702.0,Luquillo,Puerto Rico,00773,600.0,
46667.0,for_sale,60000.0,3,1,0.04,410287.0,Fajardo,Puerto Rico,,800.0,
62409.0,for_sale,102000.0,3,2,0.13,1900782.0,Luquillo,Puerto Rico,00773,1085.0,
81909.0,for_sale,225000.0,3,2,0.05,272228.0,Luquillo,Puerto Rico,00773,1207.0,
47931.0,for_sale,525000.0,5,2,0.1,1837547.0,Luquillo,Puerto Rico,00773,2800.0,
23205.0,for_sale,98000.0,4,3,0.2,1675336.0,Vieques,Puerto Rico,00765,2600.0,
71837.0,for_sale,74000.0,3,1,0.07,329481.0,Vieques,Puerto Rico,00765,688.0,
71837.0,for_sale,179000.0,2,2,0.8,1745675.0,Vieques,Puerto Rico,00765,535.0,
71837.0,for_sale,189000.0,4,2,0.3,1826162.0,Vieques,Puerto Rico,00765,2028.0,
71837.0,for_sale,225000.0,2,2,0.07,280915.0,Vieques,Puerto Rico,00765,1091.0,
23205.0,for_sale,159000.0,3,1,0.12,1372776.0,Vieques,Puerto Rico,00765,1000.0,
71837.0,for_sale,239000.0,3,1,1.6,1143997.0,Vieques,Puerto Rico,00765,1510.0,
71837.0,for_sale,195000.0,3,1,0.1,974457.0,Vieques,Puerto Rico,00765,914.0,
23205.0,for_sale,269000.0,4,3,0.31,1879226.0,Vieques,Puerto Rico,00765,1800.0,
23205.0,for_sale,219000.0,2,2,0.07,1289949.0,Vieques,Puerto Rico,00765,875.0,
71837.0,for_sale,239000.0,3,2,0.22,1310408.0,Vieques,Puerto Rico,00765,1736.0,
71837.0,for_sale,399000.0,4,3,0.1,200158.0,Vieques,Puerto Rico,00765,1860.0,
71837.0,for_sale,1690000.0,5,4,3.0,11689.0,Vieques,Puerto Rico,00765,8795.0,
71837.0,for_sale,248000.0,3,3,0.28,1407656.0,Vieques,Puerto Rico,00765,1000.0,
23205.0,for_sale,1400000.0,7,9,0.26,360860.0,Vieques,Puerto Rico,00765,4360.0,
8431.0,for_sale,6000000.0,8,9,30.49,1855348.0,Vieques,Puerto Rico,00765,7665.0,
8431.0,for_sale,519000.0,3,2,0.18,1637968.0,Vieques,Puerto Rico,00765,1900.0,
71837.0,for_sale,325000.0,3,2,0.26,9025.0,Vieques,Puerto Rico,00765,1066.0,
23205.0,for_sale,725000.0,3,3,0.95,1246310.0,Vieques,Puerto Rico,00765,1200.0,
23205.0,for_sale,650000.0,3,5,0.81,4853.0,Vieques,Puerto Rico,00765,1837.0,
77432.0,for_sale,2495000.0,4,5,0.78,1544044.0,Vieques,Puerto Rico,00765,3200.0,
71837.0,for_sale,150000.0,,,3.9,914199.0,Vieques,Puerto Rico,00765,,
103859.0,for_sale,70000.0,,,0.13,,Vieques,Puerto Rico,00765,,
23205.0,for_sale,925000.0,8,7,0.51,1558189.0,Vieques,Puerto Rico,00765,2520.0,
71837.0,for_sale,150000.0,,,2.5,6936.0,Vieques,Puerto Rico,00765,,
71837.0,for_sale,150000.0,,,2.5,595716.0,Vieques,Puerto Rico,00765,,
71837.0,for_sale,250000.0,,,2.01,595714.0,Vieques,Puerto Rico,00765,,
67885.0,for_sale,120000.0,,,0.74,1855405.0,Vieques,Puerto Rico,00765,,
71837.0,for_sale,1600000.0,7,5,0.97,955855.0,Vieques,Puerto Rico,00765,5309.0,
103859.0,for_sale,120000.0,,,0.98,,Vieques,Puerto Rico,00765,,
71837.0,for_sale,1100000.0,5,5,0.24,1412418.0,Vieques,Puerto Rico,00765,4117.0,
103859.0,for_sale,180000.0,,,0.8,,Vieques,Puerto Rico,00765,,
71837.0,for_sale,329000.0,,,0.98,1747507.0,Vieques,Puerto Rico,00765,,
8431.0,for_sale,1000000.0,,,10.5,916016.0,Vieques,Puerto Rico,00765,,
71837.0,for_sale,150000.0,,,0.25,919632.0,Vieques,Puerto Rico,00765,,
8431.0,for_sale,699000.0,,,0.26,983444.0,Vieques,Puerto Rico,00765,,
23205.0,for_sale,3700000.0,,,30.88,1292768.0,Vieques,Puerto Rico,00765,,
8431.0,for_sale,3400000.0,,,10.7,1044363.0,Vieques,Puerto Rico,00765,,
71837.0,for_sale,350000.0,,,0.27,114559.0,Vieques,Puerto Rico,00765,,
16842.0,for_sale,165400.0,4,3,0.1,1854868.0,Coamo,Puerto Rico,00769,1490.0,
60027.0,for_sale,166000.0,4,2,0.21,1946228.0,Coamo,Puerto Rico,00769,3832.0,
25107.0,for_sale,115000.0,3,1,0.18,1855315.0,Coamo,Puerto Rico,00769,940.0,
104659.0,for_sale,159900.0,10,4,,1911830.0,Coamo,Puerto Rico,00769,,
85121.0,for_sale,189000.0,3,1,2.0,1307744.0,Coamo,Puerto Rico,00769,1093.0,
30740.0,for_sale,112000.0,3,2,,6945.0,Las Piedras,Puerto Rico,00771,5159.0,
85121.0,for_sale,290000.0,4,3,0.77,1902789.0,Las Piedras,Puerto Rico,00771,3500.0,
34754.0,for_sale,105000.0,3,2,0.07,1897223.0,Las Piedras,Puerto Rico,00771,900.0,
75895.0,for_sale,145000.0,3,1,0.08,1940216.0,Las Piedras,Puerto Rico,00771,910.0,
108464.0,for_sale,10920000.0,,,910.0,1967838.0,Las Piedras,Puerto Rico,00771,,
75124.0,for_sale,55000.0,3,2,0.28,595713.0,Loiza,Puerto Rico,00772,1245.0,
32221.0,for_sale,90000.0,3,1,0.07,834276.0,Loiza,Puerto Rico,00772,904.0,
60082.0,for_sale,95000.0,3,2,0.02,1855441.0,Loiza,Puerto Rico,00772,848.0,
26006.0,for_sale,2000000.0,,,196.0,1968991.0,Loiza,Puerto Rico,00772,,
29911.0,for_sale,88000.0,3,3,0.11,1319998.0,Luquillo,Puerto Rico,00773,1572.0,
18211.0,for_sale,41600.0,2,1,,1962658.0,Luquillo,Puerto Rico,00773,585.0,
8373.0,for_sale,225000.0,2,2,0.02,1855313.0,Luquillo,Puerto Rico,00773,948.0,
78468.0,for_sale,699000.0,,,1.0,1888383.0,Luquillo,Puerto Rico,00773,,
46475.0,for_sale,519000.0,7,6,0.11,1854881.0,Culebra,Puerto Rico,00775,2116.0,
46667.0,for_sale,600000.0,6,5,0.16,316898.0,Culebra,Puerto Rico,00775,1770.0,
16919.0,for_sale,8250000.0,5,6,33.29,1940311.0,Culebra,Puerto Rico,00775,1450112.0,
44080.0,for_sale,8000000.0,7,7,5.27,1088225.0,Culebra,Puerto Rico,00775,4000.0,
16782.0,for_sale,3800000.0,5,7,1.0,1850823.0,Culebra,Puerto Rico,00775,,
74819.0,for_sale,93600.0,1,2,,614863.0,Culebra,Puerto Rico,00775,546.0,
92147.0,for_sale,1500000.0,,,4.89,1141439.0,Culebra,Puerto Rico,00775,,
92147.0,for_sale,1500000.0,,,4.89,1141992.0,Culebra,Puerto Rico,00775,,
94933.0,for_sale,175000.0,5,2,0.21,1854903.0,Saint Thomas,Virgin Islands,00802,1140.0,
90105.0,for_sale,100000.0,9,5,0.04,1660192.0,Saint Thomas,Virgin Islands,00802,3120.0,
27639.0,for_sale,1599000.0,4,6,1.04,1774773.0,Saint Thomas,Virgin Islands,00802,6760.0,
86800.0,for_sale,115000.0,,1,,1842683.0,Saint Thomas,Virgin Islands,00802,235.0,
68568.0,for_sale,925000.0,3,5,0.81,105353.0,Saint Thomas,Virgin Islands,00802,4500.0,
110088.0,for_sale,265000.0,2,2,,384570.0,Saint Thomas,Virgin Islands,00802,1152.0,
42061.0,for_sale,115500.0,,,0.5,913397.0,Saint Thomas,Virgin Islands,00802,,
94933.0,for_sale,320000.0,2,2,,1837513.0,Saint Thomas,Virgin Islands,00802,1140.0,
68568.0,for_sale,320000.0,1,1,0.26,388824.0,Saint Thomas,Virgin Islands,00802,,
27639.0,for_sale,130000.0,,,0.5,22129.0,Saint Thomas,Virgin Islands,00802,,
94933.0,for_sale,950000.0,5,4,0.99,1260473.0,Saint Thomas,Virgin Islands,00802,5000.0,2013-10-11
27639.0,for_sale,110000.0,,,0.66,22130.0,Saint Thomas,Virgin Islands,00802,,
48576.0,for_sale,875000.0,5,4,1.8,6137.0,Saint Thomas,Virgin Islands,00802,3300.0,
42061.0,for_sale,95000.0,,,0.26,332586.0,Saint Thomas,Virgin Islands,00802,,
27639.0,for_sale,160000.0,,,0.5,22131.0,Saint Thomas,Virgin Islands,00802,,
12428.0,for_sale,110600.0,,,0.48,1135891.0,Saint Thomas,Virgin Islands,00802,,
82734.0,for_sale,485000.0,2,1,,196153.0,Saint Thomas,Virgin Islands,00802,1326.0,
103341.0,for_sale,6899000.0,4,6,0.83,17467.0,Saint Thomas,Virgin Islands,00802,4600.0,2018-04-05
68568.0,for_sale,85000.0,,,0.28,1666808.0,Saint Thomas,Virgin Islands,00802,,
82734.0,for_sale,1295000.0,3,3,0.34,1140328.0,Saint Thomas,Virgin Islands,00802,,
48576.0,for_sale,1895000.0,6,5,0.7,847009.0,Saint Thomas,Virgin Islands,00802,6200.0,
17587.0,for_sale,250000.0,,,0.52,913398.0,Saint Thomas,Virgin Islands,00802,,
48576.0,for_sale,280000.0,2,1,,696770.0,Saint Thomas,Virgin Islands,00802,900.0,
29067.0,for_sale,200000.0,,,1.42,913390.0,Saint Thomas,Virgin Islands,00802,,
36616.0,for_sale,400000.0,,,5.0,1854808.0,Saint Thomas,Virgin Islands,00802,,
27639.0,for_sale,375000.0,,,1.66,22131.0,Saint Thomas,Virgin Islands,00802,,
94933.0,for_sale,619000.0,3,2,,1854887.0,Saint Thomas,Virgin Islands,00802,1487.0,
18210.0,for_sale,385000.0,,,3.14,913395.0,Saint Thomas,Virgin Islands,00802,,
25592.0,for_sale,340000.0,,,1.5,1450448.0,Saint Thomas,Virgin Islands,00802,,
25592.0,for_sale,825000.0,,,3.0,1140345.0,Saint Thomas,Virgin Islands,00802,,
36616.0,for_sale,560000.0,,,6.99,1854837.0,Saint Thomas,Virgin Islands,00802,,
17587.0,for_sale,262000.0,,,0.53,913396.0,Saint Thomas,Virgin Islands,00802,,
25592.0,for_sale,750000.0,,,3.1,1312582.0,Saint Thomas,Virgin Islands,00802,,
25592.0,for_sale,690000.0,,,4.28,1140309.0,Saint Thomas,Virgin Islands,00802,,
25592.0,for_sale,750000.0,,,3.09,1311207.0,Saint Thomas,Virgin Islands,00802,,
25592.0,for_sale,890000.0,,,6.17,1140326.0,Saint Thomas,Virgin Islands,00802,,
25592.0,for_sale,825000.0,,,3.77,1140329.0,Saint Thomas,Virgin Islands,00802,,
25592.0,for_sale,1050000.0,,,3.17,1140332.0,Saint Thomas,Virgin Islands,00802,,
25592.0,for_sale,985000.0,,,3.72,1140331.0,Saint Thomas,Virgin Islands,00802,,
25592.0,for_sale,1125000.0,,,2.97,1140334.0,Saint Thomas,Virgin Islands,00802,,
25592.0,for_sale,2500000.0,,,3.0,1446033.0,Saint Thomas,Virgin Islands,00802,,
103341.0,for_sale,10990000.0,,,96.6,1935118.0,Saint Thomas,Virgin Islands,00802,,
16842.0,for_sale,132000.0,3,2,0.07,1879209.0,Juncos,Puerto Rico,00777,930.0,
19383.0,for_sale,150000.0,4,4,0.08,1850812.0,Juncos,Puerto Rico,00777,,
96657.0,for_sale,189000.0,2,3,,1850810.0,Juncos,Puerto Rico,00777,1200.0,
29911.0,for_sale,72000.0,3,1,0.02,1320007.0,Juncos,Puerto Rico,00777,4843.0,
37047.0,for_sale,420000.0,6,5,0.73,1947579.0,Juncos,Puerto Rico,00777,4429.0,
72455.0,for_sale,329900.0,4,4,0.28,1446813.0,Gurabo,Puerto Rico,00778,3000.0,
52707.0,for_sale,168000.0,3,2,0.03,254250.0,Gurabo,Puerto Rico,00778,1300.0,
96657.0,for_sale,275000.0,2,3,,1988288.0,Gurabo,Puerto Rico,00778,1965.0,
15085.0,for_sale,675000.0,,,52.42,1898976.0,Gurabo,Puerto Rico,00778,,
8263.0,for_sale,1856000.0,,,5.05,1855394.0,Ponce,Puerto Rico,00780,,
48743.0,for_sale,79000.0,,,2.25,1902772.0,Comerio,Puerto Rico,00782,,
85121.0,for_sale,80000.0,4,2,0.1,1584560.0,Corozal,Puerto Rico,00783,1500.0,
85121.0,for_sale,125000.0,5,2,0.13,1902744.0,Corozal,Puerto Rico,00783,1103.0,
46423.0,for_sale,125000.0,3,1,0.11,1844380.0,Corozal,Puerto Rico,00783,900.0,
15085.0,for_sale,340000.0,6,2,3.63,1968895.0,Corozal,Puerto Rico,00783,1546.0,
48586.0,for_sale,475000.0,,,136.92,1850814.0,Corozal,Puerto Rico,00783,,
5254.0,for_sale,253000.0,4,4,0.14,1902778.0,Guayama,Puerto Rico,00784,2800.0,
75895.0,for_sale,84000.0,2,1,0.05,1727145.0,Guayama,Puerto Rico,00784,847.0,
16842.0,for_sale,86000.0,3,2,0.11,1837230.0,Guayama,Puerto Rico,00784,1396.0,
103780.0,for_sale,95000.0,3,2,0.09,794756.0,Guayama,Puerto Rico,00784,998.0,
75895.0,for_sale,44900.0,3,1,0.08,1628348.0,Humacao,Puerto Rico,00791,,
12325.0,for_sale,143000.0,4,3,0.05,,Humacao,Puerto Rico,00791,2000.0,
17024.0,for_sale,325000.0,3,3,,1888316.0,Humacao,Puerto Rico,00791,1995.0,
34754.0,for_sale,97000.0,3,2,0.02,,Humacao,Puerto Rico,00791,850.0,
2042.0,for_sale,455000.0,4,2,0.1,1985076.0,Humacao,Puerto Rico,00791,2200.0,
17024.0,for_sale,450000.0,3,3,,1978017.0,Humacao,Puerto Rico,00791,2300.0,
70306.0,for_sale,410000.0,3,3,0.04,594854.0,Humacao,Puerto Rico,00791,,
15137.0,for_sale,4250000.0,5,5,0.67,893869.0,Humacao,Puerto Rico,00791,5000.0,
64071.0,for_sale,995000.0,4,3,,1138682.0,Humacao,Puerto Rico,00791,2164.0,
15137.0,for_sale,5000000.0,7,10,0.43,1139159.0,Humacao,Puerto Rico,00791,7500.0,
15137.0,for_sale,495000.0,4,3,0.2,1312012.0,Humacao,Puerto Rico,00791,2000.0,
60192.0,for_sale,390000.0,2,2,0.01,1670964.0,Humacao,Puerto Rico,00791,1641.0,
15137.0,for_sale,695000.0,2,3,,1316303.0,Humacao,Puerto Rico,00791,1740.0,
72252.0,for_sale,3950000.0,6,9,0.22,1354497.0,Humacao,Puerto Rico,00791,4445.0,
64071.0,for_sale,455000.0,3,3,,329024.0,Humacao,Puerto Rico,00791,2200.0,
2042.0,for_sale,3500000.0,3,4,0.9,1511092.0,Humacao,Puerto Rico,00791,4200.0,
88754.0,for_sale,1195000.0,4,5,0.04,1940669.0,Humacao,Puerto Rico,00791,2600.0,
15137.0,for_sale,649000.0,2,2,,1629120.0,Humacao,Puerto Rico,00791,1600.0,
1689.0,for_sale,1300000.0,3,3,,,Humacao,Puerto Rico,00791,2600.0,
31791.0,for_sale,3900000.0,8,8,0.25,919242.0,Humacao,Puerto Rico,00791,7000.0,
7922.0,for_sale,365000.0,,,0.54,653854.0,Humacao,Puerto Rico,00791,,
88444.0,for_sale,95000.0,4,2,0.08,1943559.0,Juana Diaz,Puerto Rico,00795,1141.0,
16842.0,for_sale,100000.0,3,1,0.08,1879235.0,Juana Diaz,Puerto Rico,00795,924.0,
104659.0,for_sale,49900.0,,,458.87,1855319.0,Juana Diaz,Puerto Rico,00795,,
8373.0,for_sale,110000.0,4,1,0.7,1400158.0,Juana Diaz,Puerto Rico,00795,1100.0,
5254.0,for_sale,90000.0,,,6.0,1856969.0,Juana Diaz,Puerto Rico,00795,,
5254.0,for_sale,135000.0,,,9.0,1856970.0,Juana Diaz,Puerto Rico,00795,,
95795.0,for_sale,200000.0,2,2,,952277.0,Saint Thomas,Virgin Islands,00802,1250.0,
17348.0,for_sale,326900.0,2,2,0.5,389059.0,Saint Thomas,Virgin Islands,00802,,
110088.0,for_sale,499000.0,3,3,0.37,763179.0,Saint Thomas,Virgin Islands,00802,,
90105.0,for_sale,1999950.0,6,5,0.88,331519.0,Saint Thomas,Virgin Islands,00802,6290.0,
90105.0,for_sale,1995000.0,8,7,0.42,1670663.0,Saint Thomas,Virgin Islands,00802,,
25348.0,for_sale,4850000.0,4,4,0.46,923663.0,Saint John,Virgin Islands,00830,4830.0,
48576.0,for_sale,435000.0,1,2,,1615655.0,Saint Thomas,Virgin Islands,00802,960.0,
25592.0,for_sale,100000.0,,,,1957557.0,Saint Thomas,Virgin Islands,00802,,
12428.0,for_sale,395000.0,1,1,,1394540.0,Saint Thomas,Virgin Islands,00802,1050.0,
48576.0,for_sale,1295000.0,6,6,0.74,913405.0,Saint Thomas,Virgin Islands,00802,3360.0,
48576.0,for_sale,50000.0,,,0.13,384601.0,Saint Thomas,Virgin Islands,00802,,
103341.0,for_sale,1427000.0,4,4,0.64,12251.0,Saint Thomas,Virgin Islands,00802,,
42061.0,for_sale,139500.0,,,0.7,439333.0,Saint Thomas,Virgin Islands,00802,,
48576.0,for_sale,549000.0,3,3,,484004.0,Saint Thomas,Virgin Islands,00802,1750.0,
103341.0,for_sale,2497000.0,6,5,1.45,594664.0,Saint Thomas,Virgin Islands,00802,,
104980.0,for_sale,1875000.0,2,2,,1732384.0,Saint John,Virgin Islands,00830,1423.0,
90105.0,for_sale,315000.0,1,1,,196591.0,Saint Thomas,Virgin Islands,00802,750.0,
95795.0,for_sale,545000.0,2,2,,820710.0,Saint Thomas,Virgin Islands,00802,1250.0,
48576.0,for_sale,3200000.0,6,8,1.0,12314.0,Saint Thomas,Virgin Islands,00802,7000.0,
94933.0,for_sale,570000.0,2,2,,654841.0,Saint Thomas,Virgin Islands,00802,1379.0,
102904.0,for_sale,3985000.0,5,7,1.4,1271890.0,Saint John,Virgin Islands,00830,8800.0,
48576.0,for_sale,1150000.0,4,3,0.6,1670678.0,Saint Thomas,Virgin Islands,00802,2413.0,
90105.0,for_sale,1850000.0,3,4,0.7,484052.0,Saint Thomas,Virgin Islands,00802,3500.0,
86800.0,for_sale,2750000.0,5,6,1.07,1135916.0,Saint Thomas,Virgin Islands,00802,7229.0,
103341.0,for_sale,3690000.0,4,5,0.46,923657.0,Saint John,Virgin Islands,00830,7100.0,
48576.0,for_sale,300000.0,,,0.14,269431.0,Saint Thomas,Virgin Islands,00802,,
79482.0,for_sale,115000.0,,,0.34,116534.0,Saint Thomas,Virgin Islands,00802,,
103341.0,for_sale,6950000.0,7,8,4.2,1052021.0,Saint Thomas,Virgin Islands,00802,,
94933.0,for_sale,875000.0,4,5,0.96,,Saint Thomas,Virgin Islands,00802,2000.0,
48576.0,for_sale,74500.0,,,0.86,1053270.0,Saint Thomas,Virgin Islands,00802,,
